chi2_kahan_long, chi2_std, chi2_std_long, chi2_kahan, chi2_kahan_avx
115335.4539725065566528883209684863686562, 115335.4539725064678350463509559631347656, 115335.45397250655663157203889568336308, 115335.4539725065551465377211570739746094, 115335.45397250656969845294952392578125
115335.4559217798829990897502284497022629, 115335.4559217797504970803856849670410156, 115335.4559217798829990897502284497022629, 115335.4559217798814643174409866333007812, 115335.4559217798814643174409866333007812
115335.4500467378457102540778578259050846, 115335.45004673791117966175079345703125, 115335.4500467378457813083514338359236717, 115335.4500467378529720008373260498046875, 115335.4500467378384200856089591979980469
115335.4545233219275672809089883230626583, 115335.45452332193963229656219482421875, 115335.4545233219275957026184187270700932, 115335.4545233219250803813338279724121094, 115335.45452332193963229656219482421875
115335.4396464162056616942209075205028057, 115335.4396464163291966542601585388183594, 115335.4396464162057327484944835305213928, 115335.4396464162127813324332237243652344, 115335.4396464161982294172048568725585938
115335.4438428061210188957375066820532084, 115335.4438428063003811985254287719726562, 115335.4438428061208696817629970610141754, 115335.4438428061257582157850265502929688, 115335.4438428061257582157850265502929688
115335.4334480511581091377593111246824265, 115335.433448051218874752521514892578125, 115335.43344805115814466489609912969172, 115335.4334480511606670916080474853515625, 115335.4334480511606670916080474853515625
115335.4373668512250361573023837991058826, 115335.4373668515327153727412223815917969, 115335.4373668512250290518750261981040239, 115335.4373668512271251529455184936523438, 115335.4373668512271251529455184936523438
115335.4548290235943142079122480936348438, 115335.454829023336060345172882080078125, 115335.45482902359455579244240652769804, 115335.4548290235979948192834854125976562, 115335.4548290235979948192834854125976562
115335.4550628807058529901041765697300434, 115335.4550628806318854913115501403808594, 115335.4550628807057250924117397516965866, 115335.4550628807046450674533843994140625, 115335.4550628807046450674533843994140625
115335.4550280906365884447950520552694798, 115335.4550280909461434930562973022460938, 115335.4550280906364321253931848332285881, 115335.4550280906405532732605934143066406, 115335.4550280906260013580322265625
115335.4548645658289558468823088333010674, 115335.4548645661270711570978164672851562, 115335.4548645658290766391473880503326654, 115335.4548645658360328525304794311523438, 115335.4548645658360328525304794311523438
115335.454956056070457748319313395768404, 115335.4549560561717953532934188842773438, 115335.4549560560701806366523669566959143, 115335.4549560560699319466948509216308594, 115335.4549560560699319466948509216308594
115335.4549358140897226121523999609053135, 115335.4549358137592207640409469604492188, 115335.4549358140898362989901215769350529, 115335.4549358140939148142933845520019531, 115335.4549358140939148142933845520019531
115335.4549870154927191379101714119315147, 115335.4549870156042743474245071411132812, 115335.4549870154929251953035418409854174, 115335.4549870154878590255975723266601562, 115335.4549870155024109408259391784667969
115335.4549047989342795972333988174796104, 115335.4549047988402890041470527648925781, 115335.4549047989341374886862467974424362, 115335.4549047989276004955172538757324219, 115335.4549047989276004955172538757324219
115337.4180943031831034772949351463466883, 115337.4180943034734809771180152893066406, 115337.418094303183060844730789540335536, 115337.4180943031824426725506782531738281, 115337.4180943031824426725506782531738281
115333.5468279366630710569552320521324873, 115333.5468279363703913986682891845703125, 115333.5468279366634050120410392992198467, 115333.546827936661429703235626220703125, 115333.546827936661429703235626220703125
115337.7602188818823236715616076253354549, 115337.7602188820455921813845634460449219, 115337.7602188818823591986983956303447485, 115337.760218881885521113872528076171875, 115337.760218881885521113872528076171875
115333.2047057302210077978088520467281342, 115333.2047057306481292471289634704589844, 115333.2047057302208230566975544206798077, 115333.2047057302261237055063247680664062, 115333.2047057302115717902779579162597656
115335.6591703822464438644601614214479923, 115335.6591703826125012710690498352050781, 115335.6591703822465433404431678354740143, 115335.6591703822487033903598785400390625, 115335.6591703822487033903598785400390625
115335.305751650669620289590966422110796, 115335.3057516506960382685065269470214844, 115335.3057516506697766089928336441516876, 115335.3057516506669344380497932434082031, 115335.3057516506814863532781600952148438
115339.2553812414864466973085654899477959, 115339.2553812414844287559390068054199219, 115339.2553812414864040647444198839366436, 115339.2553812414844287559390068054199219, 115339.2553812414844287559390068054199219
115331.5995016975285096805237117223441601, 115331.5995016975502949208021163940429688, 115331.5995016975284457316774933133274317, 115331.5995016975357430055737495422363281, 115331.5995016975211910903453826904296875
115336.026524018096758084084285655990243, 115336.0265240180451655760407447814941406, 115336.0265240180966372918192064389586449, 115336.0265240181033732369542121887207031, 115336.0265240181033732369542121887207031
115331.6810736252893434539146255701780319, 115331.6810736254992661997675895690917969, 115331.6810736252894713516070623882114887, 115331.6810736252955393865704536437988281, 115331.6810736252809874713420867919921875
115335.9619567903478554171670111827552319, 115335.9619567901827394962310791015625, 115335.9619567903477985737481503747403622, 115335.9619567903428105637431144714355469, 115335.9619567903573624789714813232421875
115334.9507763673650302393980382476001978, 115334.9507763673900626599788665771484375, 115334.9507763673648810254235286265611649, 115334.9507763673609588295221328735351562, 115334.9507763673755107447504997253417969
115337.6833088113169552002545970026403666, 115337.6833088111161487177014350891113281, 115337.6833088113168983568357361946254969, 115337.6833088113198755308985710144042969, 115337.6833088113198755308985710144042969
115333.2574307706745386781221895944327116, 115333.2574307707109255716204643249511719, 115333.257430770674233144745812751352787, 115333.25743077066726982593536376953125, 115333.2574307706818217411637306213378906
115335.4334480511581091377593111246824265, 115335.433448051218874752521514892578125, 115335.43344805115814466489609912969172, 115335.4334480511606670916080474853515625, 115335.4334480511606670916080474853515625
115335.4211517354875979890493908897042274, 115335.4211517352960072457790374755859375, 115335.4211517354875553564852452836930752, 115335.4211517354851821437478065490722656, 115335.4211517354997340589761734008789062
115335.4087472429224732195507385767996311, 115335.4087472432438516989350318908691406, 115335.4087472429224447978413081727921963, 115335.4087472429237095639109611511230469, 115335.4087472429237095639109611511230469
115335.8735274592988844233332201838493347, 115335.8735274592909263446927070617675781, 115335.8735274592988702124785049818456173, 115335.8735274593054782599210739135742188, 115335.8735274593054782599210739135742188
115334.9989717645239579724147915840148926, 115334.9989717642893083393573760986328125, 115334.9989717645241142918166588060557842, 115334.9989717645221389830112457275390625, 115334.9989717645221389830112457275390625
115336.6662008892102662116485589649528265, 115336.6662008890998549759387969970703125, 115336.6662008892101454193834797479212284, 115336.6662008892162702977657318115234375, 115336.6662008892162702977657318115234375
115334.2063246067360324786932324059307575, 115334.2063246066536521539092063903808594, 115334.2063246067359614244196563959121704, 115334.2063246067409636452794075012207031, 115334.2063246067264117300510406494140625
115335.6287261057901645244783139787614346, 115335.6287261056131683290004730224609375, 115335.6287261057901503136235987767577171, 115335.628726105787791311740875244140625, 115335.628726105787791311740875244140625
115335.2437817713693277710262918844819069, 115335.2437817715108394622802734375, 115335.2437817713695551447017351165413857, 115335.2437817713653203099966049194335938, 115335.2437817713653203099966049194335938
115335.113897239469451960758306086063385, 115335.1138972390326671302318572998046875, 115335.1138972394696224910148885101079941, 115335.1138972394692245870828628540039062, 115335.1138972394692245870828628540039062
115335.758602727223852468796394532546401, 115335.75860272697173058986663818359375, 115335.7586027272238879959331825375556946, 115335.7586027272191131487488746643066406, 115335.7586027272191131487488746643066406
115335.32415749163386919917684281244874, 115335.3241574917046818882226943969726562, 115335.3241574916339970968692796304821968, 115335.3241574916319223120808601379394531, 115335.3241574916319223120808601379394531
115335.5483521685061276684791664592921734, 115335.5483521686837775632739067077636719, 115335.5483521685061845118980272673070431, 115335.5483521685091545805335044860839844, 115335.5483521685091545805335044860839844
115335.8041013038268118862106348387897015, 115335.8041013037145603448152542114257812, 115335.8041013038267692536464892327785492, 115335.8041013038309756666421890258789062, 115335.8041013038309756666421890258789062
115335.068462667184959968835755717009306, 115335.0684626671281876042485237121582031, 115335.0684626671848320711433188989758492, 115335.0684626671863952651619911193847656, 115335.068462667171843349933624267578125
115336.0952972272813639165178756229579449, 115336.0952972272207261994481086730957031, 115336.09529722728133549480844521895051, 115336.0952972272789338603615760803222656, 115336.0952972272789338603615760803222656
115334.7772492100526093850021425168961287, 115334.7772492101357784122228622436523438, 115334.7772492100525667524379969108849764, 115334.7772492100484669208526611328125, 115334.7772492100484669208526611328125
115335.7548744775850906307823606766760349, 115335.7548744776286184787750244140625, 115335.7548744775849058896710630506277084, 115335.7548744775849627330899238586425781, 115335.7548744775849627330899238586425781
115335.117693356460776499261555727571249, 115335.1176933565147919580340385437011719, 115335.1176933564607693938341981265693903, 115335.1176933564565842971205711364746094, 115335.1176933564565842971205711364746094
115335.5813659157645645336742745712399483, 115335.5813659156992798671126365661621094, 115335.5813659157647350639308569952845573, 115335.5813659157574875280261039733886719, 115335.5813659157720394432544708251953125
115335.2912373391330334015947300940752029, 115335.2912373389553977176547050476074219, 115335.2912373391331897209965973161160946, 115335.2912373391300207003951072692871094, 115335.29123733914457261562347412109375
115335.2958623874942460929560184013098478, 115335.2958623875747434794902801513671875, 115335.2958623874942389875286608003079891, 115335.2958623874874319881200790405273438, 115335.2958623874874319881200790405273438
115335.5259533073820179538415686693042517, 115335.5259533077769447118043899536132812, 115335.525953307382181378670793492347002, 115335.5259533073840430006384849548339844, 115335.5259533073840430006384849548339844
115335.5516763485885292084276443347334862, 115335.5516763489722507074475288391113281, 115335.551676348588387099880492314696312, 115335.5516763485939009115099906921386719, 115335.5516763485939009115099906921386719
115335.2777916008671539316310372669249773, 115335.2777916010963963344693183898925781, 115335.2777916008673599890244076959788799, 115335.2777916008635656908154487609863281, 115335.2777916008635656908154487609863281
115335.8434840306370290363702224567532539, 115335.8434840305999387055635452270507812, 115335.8434840306369721929513616487383842, 115335.8434840306435944512486457824707031, 115335.8434840306290425360202789306640625
115335.0290458549638046292784565594047308, 115335.0290458552481140941381454467773438, 115335.0290458549638685781246749684214592, 115335.0290458549570757895708084106445312, 115335.0290458549716277047991752624511719
115335.4142954435839953930553747341036797, 115335.414295443915762007236480712890625, 115335.4142954435840948690383811481297016, 115335.4142954435810679569840431213378906, 115335.4142954435810679569840431213378906
115335.4581752436305066567001631483435631, 115335.4581752440572017803788185119628906, 115335.4581752436305350784095935523509979, 115335.4581752436351962387561798095703125, 115335.4581752436206443235278129577636719
115335.6071168912351652124925749376416206, 115335.6071168912603752687573432922363281, 115335.6071168912350657365095685236155987, 115335.6071168912312714383006095886230469, 115335.6071168912312714383006095886230469
115335.265279625742294911106000654399395, 115335.265279625658877193927764892578125, 115335.2652796257422380676871398463845253, 115335.2652796257461886852979660034179688, 115335.2652796257461886852979660034179688
115335.3400226164874595724540995433926582, 115335.3400226163939805701375007629394531, 115335.3400226164877295786936883814632893, 115335.3400226164812920615077018737792969, 115335.3400226164958439767360687255859375
115335.5115020101053744383534649387001991, 115335.5115020101511618122458457946777344, 115335.5115020101052749623704585246741772, 115335.5115020101075060665607452392578125, 115335.5115020101075060665607452392578125
115335.1000106263047939592070179060101509, 115335.1000106264255009591579437255859375, 115335.1000106263047797483523027040064335, 115335.1000106263090856373310089111328125, 115335.1000106263090856373310089111328125
115335.7724205281161573566350853070616722, 115335.7724205279228044673800468444824219, 115335.7724205281163278868916677311062813, 115335.77242052811197936534881591796875, 115335.77242052811197936534881591796875
115335.4468529012795272592484252527356148, 115335.4468529012665385380387306213378906, 115335.4468529012796835786502924747765064, 115335.4468529012810904532670974731445312, 115335.4468529012810904532670974731445312
115335.3996204847763067391497315838932991, 115335.3996204846625914797186851501464844, 115335.3996204847763067391497315838932991, 115335.3996204847790068015456199645996094, 115335.3996204847644548863172531127929688
115335.4369310341212724324577720835804939, 115335.436931034200824797153472900390625, 115335.4369310341212795378851296845823526, 115335.4369310341280652210116386413574219, 115335.4369310341280652210116386413574219
115335.4355905949805247701078769750893116, 115335.4355905951524619013071060180664062, 115335.4355905949805745080993801821023226, 115335.4355905949778389185667037963867188, 115335.4355905949778389185667037963867188
115335.4318737848613594110247504431754351, 115335.43187378533184528350830078125, 115335.4318737848613949381615384481847286, 115335.4318737848661839962005615234375, 115335.4318737848661839962005615234375
115335.3908332098522748765390133485198021, 115335.3908332100400002673268318176269531, 115335.3908332098522606656842981465160847, 115335.390833209850825369358062744140625, 115335.390833209850825369358062744140625
115335.4087471923862864287002594210207462, 115335.4087471926031867042183876037597656, 115335.4087471923860874767342465929687023, 115335.4087471923849079757928848266601562, 115335.4087471923849079757928848266601562
115335.4087473217109263146085140760987997, 115335.4087473217514343559741973876953125, 115335.4087473217109618417453020811080933, 115335.4087473217077786102890968322753906, 115335.4087473217223305255174636840820312
115335.4385532757317989194234542082995176, 115335.4385532757878536358475685119628906, 115335.4385532757316639163036597892642021, 115335.4385532757296459749341011047363281, 115335.4385532757441978901624679565429688
115335.4380425001316439193033147603273392, 115335.4380425002600532025098800659179688, 115335.4380425001317291844316059723496437, 115335.4380425001290859654545783996582031, 115335.4380425001290859654545783996582031
115335.4087472428869745044721639715135098, 115335.4087472431710921227931976318359375, 115335.408747242886967399044806370511651, 115335.408747242880053818225860595703125, 115335.408747242880053818225860595703125
115335.4087472432229191099395393393933773, 115335.408747243578545749187469482421875, 115335.4087472432228054231018177233636379, 115335.4087472432292997837066650390625, 115335.4087472432292997837066650390625
115335.3083140089388223259447840973734856, 115335.3083140089001972228288650512695312, 115335.308314008938886274791002506390214, 115335.3083140089438529685139656066894531, 115335.3083140089438529685139656066894531
115335.5102150672324725633188791107386351, 115335.51021506753750145435333251953125, 115335.5102150672323730873358726967126131, 115335.5102150672319112345576286315917969, 115335.5102150672319112345576286315917969
115335.0640819647531145619723247364163399, 115335.0640819648542674258351325988769531, 115335.0640819647530292968440335243940353, 115335.0640819647524040192365646362304688, 115335.0640819647524040192365646362304688
115335.7543868580988686289856559596955776, 115335.7543868582433788105845451354980469, 115335.7543868580988686289856559596955776, 115335.7543868580978596583008766174316406, 115335.7543868580978596583008766174316406
115337.4081516487012919469634653069078922, 115337.4081516487349290400743484497070312, 115337.4081516487012066818351740948855877, 115337.40815164870582520961761474609375, 115337.40815164870582520961761474609375
115333.464336202679632492618111427873373, 115333.4643362025526585057377815246582031, 115333.4643362026796680197548994328826666, 115333.4643362026836257427930831909179688, 115333.4643362026836257427930831909179688
115335.393893372549356968193023931235075, 115335.39389337250031530857086181640625, 115335.3938933725495132875948911532759666, 115335.3938933725439710542559623718261719, 115335.3938933725439710542559623718261719
115335.4238251422668781742686405777931213, 115335.4238251421629684045910835266113281, 115335.4238251422668213308497797697782516, 115335.4238251422648318111896514892578125, 115335.4238251422648318111896514892578125
115335.4251137108810354447996360249817371, 115335.4251137109968112781643867492675781, 115335.4251137108810070230902056209743023, 115335.4251137108803959563374519348144531, 115335.4251137108803959563374519348144531
115335.3928541592549095184949692338705063, 115335.3928541592613328248262405395507812, 115335.3928541592548242533666780218482018, 115335.3928541592613328248262405395507812, 115335.3928541592613328248262405395507812
115335.4581295637329390046943444758653641, 115335.4581295637908624485135078430175781, 115335.4581295637329105829849140718579292, 115335.4581295637326547876000404357910156, 115335.4581295637326547876000404357910156
115335.3594339887733326577290426939725876, 115335.3594339887931710109114646911621094, 115335.3594339887734889771309099160134792, 115335.3594339887786190956830978393554688, 115335.3594339887786190956830978393554688
115335.4448709716889496235125989187508821, 115335.4448709719144972041249275207519531, 115335.4448709716890419940682477317750454, 115335.4448709716816665604710578918457031, 115335.4448709716962184756994247436523438
115335.372662182835370003886055201292038, 115335.3726621830428484827280044555664062, 115335.3726621828353415821766247972846031, 115335.3726621828391216695308685302734375, 115335.3726621828391216695308685302734375
115335.3302522695293390597726101987063885, 115335.3302522692538332194089889526367188, 115335.330252269529154318661312572658062, 115335.3302522695303196087479591369628906, 115335.3302522695303196087479591369628906
115335.4873456277496330812937230803072453, 115335.4873456279310630634427070617675781, 115335.4873456277497041355672990903258324, 115335.4873456277564400807023048400878906, 115335.48734562774188816547393798828125
115335.2651845830048813468238222412765026, 115335.2651845830987440422177314758300781, 115335.2651845830049666119521134532988071, 115335.2651845830114325508475303649902344, 115335.2651845829968806356191635131835938
115335.552502048808641177402023458853364, 115335.5525020487693836912512779235839844, 115335.5525020488086980208208842668682337, 115335.5525020488130394369363784790039062, 115335.5525020488130394369363784790039062
115335.5144894996881674842370557598769665, 115335.514489499502815306186676025390625, 115335.5144894996881745896644133608788252, 115335.5144894996919902041554450988769531, 115335.5144894996919902041554450988769531
115335.3649142060601846537792880553752184, 115335.3649142061476595699787139892578125, 115335.3649142060599785963859176263213158, 115335.3649142060603480786085128784179688, 115335.3649142060603480786085128784179688
115335.4124809869207339829699776601046324, 115335.4124809870845638215541839599609375, 115335.4124809869208121426709112711250782, 115335.4124809869244927540421485900878906, 115335.4124809869244927540421485900878906
115335.4050511862409535979168140329420567, 115335.4050511861132690683007240295410156, 115335.4050511862408541219338076189160347, 115335.4050511862442363053560256958007812, 115335.4050511862442363053560256958007812
115335.4157149001708688729195273481309414, 115335.415714900009334087371826171875, 115335.4157149001705988666799385100603104, 115335.4157149001694051548838615417480469, 115335.4157149001694051548838615417480469
115335.4018773500538941334525588899850845, 115335.4018773502320982515811920166015625, 115335.4018773500538799225978436879813671, 115335.401877350057475268840789794921875, 115335.401877350057475268840789794921875
115335.4089093127997571741616411600261927, 115335.40890931268222630023956298828125, 115335.4089093127996932253154227510094643, 115335.408909312798641622066497802734375, 115335.408909312798641622066497802734375
115335.4085854043097469912027008831501007, 115335.4085854044969892129302024841308594, 115335.4085854043097825183394888881593943, 115335.4085854043078143149614334106445312, 115335.4085854043078143149614334106445312
115335.4091137837441252145254111383110285, 115335.4091137838113354519009590148925781, 115335.4091137837441394253801263403147459, 115335.409113783738575875759124755859375, 115335.409113783738575875759124755859375
115335.4083810815528252646799955982714891, 115335.4083810814481694251298904418945312, 115335.4083810815528750026714988052845001, 115335.4083810815500328317284584045410156, 115335.4083810815500328317284584045410156
115335.4003396578168647579332173336297274, 115335.4003396579792024567723274230957031, 115335.4003396578167723873775685206055641, 115335.4003396578191313892602920532226562, 115335.4003396578191313892602920532226562
115335.4171568836803629665155312977731228, 115335.4171568838792154565453529357910156, 115335.4171568836802777013872400857508183, 115335.4171568836754886433482170104980469, 115335.4171568836754886433482170104980469
115335.4065549290046703845291631296277046, 115335.4065549292718060314655303955078125, 115335.4065549290046135411103023216128349, 115335.4065549290098715573549270629882812, 115335.4065549290098715573549270629882812
115335.4109432441463241048040799796581268, 115335.4109432443219702690839767456054688, 115335.4109432441462814722399343736469746, 115335.4109432441473472863435745239257812, 115335.4109432441473472863435745239257812
115335.5017515149373608096539101097732782, 115335.5017515153595013543963432312011719, 115335.5017515149373110716624069027602673, 115335.5017515149374958127737045288085938, 115335.5017515149374958127737045288085938
115335.3707761308733026339723437558859587, 115335.370776131399907171726226806640625, 115335.3707761308733523719638469628989697, 115335.3707761308760382235050201416015625, 115335.3707761308760382235050201416015625
115335.4121075338247663921720231883227825, 115335.412107534124515950679779052734375, 115335.4121075338248374464455991983413696, 115335.4121075338189257308840751647949219, 115335.4121075338334776461124420166015625
115335.4053985882666282236641563940793276, 115335.4053985888021998107433319091796875, 115335.4053985882665216422537923790514469, 115335.4053985882637789472937583923339844, 115335.405398588278330862522125244140625
115335.4097867665416004001599503681063652, 115335.4097867670061532407999038696289062, 115335.4097867665414867133222287520766258, 115335.4097867665404919534921646118164062, 115335.4097867665404919534921646118164062
115335.4077319685199825016752583906054497, 115335.4077319689386058598756790161132812, 115335.4077319685198403931281063705682755, 115335.4077319685166003182530403137207031, 115335.4077319685166003182530403137207031
115335.4058533663919092759897466748952866, 115335.4058533667557640001177787780761719, 115335.4058533663918950651350314728915691, 115335.4058533663919661194086074829101562, 115335.4058533663919661194086074829101562
115335.4116594461129494675333262421190739, 115335.4116594464721856638789176940917969, 115335.4116594461129068349691806361079216, 115335.4116594461083877831697463989257812, 115335.4116594461083877831697463989257812
115335.4032119263975317835502210073173046, 115335.4032119267358211800456047058105469, 115335.403211926397545994404936209321022, 115335.4032119264011271297931671142578125, 115335.4032119264011271297931671142578125
115335.4143405517730656129060662351548672, 115335.4143405521172098815441131591796875, 115335.4143405517730229803419206291437149, 115335.4143405517679639160633087158203125, 115335.4143405517679639160633087158203125
115335.4053797414541051580272323917597532, 115335.4053797414089785888791084289550781, 115335.4053797414543680588394636288285255, 115335.405379741452634334564208984375, 115335.405379741452634334564208984375
115335.4121331571629411882895510643720627, 115335.412133157369680702686309814453125, 115335.4121331571631117185461334884166718, 115335.4121331571659538894891738891601562, 115335.4121331571659538894891738891601562
115335.3977309490930309721079538576304913, 115335.3977309494221117347478866577148438, 115335.3977309490930878155268146656453609, 115335.3977309490874176844954490661621094, 115335.39773094910196959972381591796875
115335.4197910299747249496249423827975988, 115335.4197910301736555993556976318359375, 115335.4197910299748386364626639988273382, 115335.4197910299699287861585617065429688, 115335.4197910299699287861585617065429688
115335.6861359629758965184009866788983345, 115335.6861359628528589382767677307128906, 115335.6861359629758538858368410728871822, 115335.6861359629692742601037025451660156, 115335.6861359629838261753320693969726562
115335.1863287264543700416652427520602942, 115335.1863287265587132424116134643554688, 115335.1863287264544837285029643680900335, 115335.1863287264568498358130455017089844, 115335.1863287264422979205846786499023438
115335.4081523793457222382130566984415054, 115335.4081523794593522325158119201660156, 115335.4081523793456085513753350824117661, 115335.4081523793429369106888771057128906, 115335.4081523793429369106888771057128906
115335.4094051200371495724539272487163544, 115335.4094051200081594288349151611328125, 115335.4094051200371566778812848497182131, 115335.4094051200372632592916488647460938, 115335.4094051200372632592916488647460938
115335.4190427645655105948208074551075697, 115335.4190427645662566646933555603027344, 115335.4190427645654608568293042480945587, 115335.4190427645662566646933555603027344, 115335.4190427645662566646933555603027344
115335.3984787809671033187441935297101736, 115335.3984787806257372722029685974121094, 115335.3984787809673662195564247667789459, 115335.3984787809604313224554061889648438, 115335.3984787809749832376837730407714844
115335.4097141094623921730999427381902933, 115335.40971410949714481830596923828125, 115335.4097141094623140133990091271698475, 115335.4097141094680409878492355346679688, 115335.4097141094680409878492355346679688
115335.4078013882833744219169602729380131, 115335.4078013883408857509493827819824219, 115335.4078013882834099490537482779473066, 115335.4078013882826780900359153747558594, 115335.4078013882826780900359153747558594
115335.4092409538302774762996705248951912, 115335.4092409540462540462613105773925781, 115335.4092409538303272142911737319082022, 115335.4092409538279753178358078002929688, 115335.4092409538279753178358078002929688
115335.4083630116198264659033156931400299, 115335.4083630117238499224185943603515625, 115335.4083630116198690984674612991511822, 115335.4083630116219865158200263977050781, 115335.4083630116219865158200263977050781
115335.2716122651657997266738675534725189, 115335.2716122655110666528344154357910156, 115335.2716122651656078801352123264223337, 115335.2716122651618206873536109924316406, 115335.2716122651763726025819778442382812
115335.5461418465407632538699544966220856, 115335.5461418465856695547699928283691406, 115335.546141846540876940707676112651825, 115335.5461418465420138090848922729492188, 115335.5461418465420138090848922729492188
115335.1531053325418696431370335631072521, 115335.1531053326179971918463706970214844, 115335.1531053325419264865558943711221218, 115335.1531053325452376157045364379882812, 115335.1531053325452376157045364379882812
115335.6647177552990086724093998782336712, 115335.6647177554841618984937667846679688, 115335.6647177552991934135206975042819977, 115335.6647177552949870005249977111816406, 115335.6647177553095389157533645629882812
115335.4763913104943426901627390179783106, 115335.4763913105125539004802703857421875, 115335.4763913104943924281542422249913216, 115335.4763913104980019852519035339355469, 115335.4763913104834500700235366821289062
115335.3961189398569899822177831083536148, 115335.3961189396795816719532012939453125, 115335.3961189398571249853375775273889303, 115335.396118939854204654693603515625, 115335.396118939854204654693603515625
115335.4152054441680093077593483030796051, 115335.415205444209277629852294921875, 115335.4152054441680945728876395151019096, 115335.4152054441656218841671943664550781, 115335.4152054441656218841671943664550781
115335.4022946036422752058570040389895439, 115335.4022946037439396604895591735839844, 115335.4022946036423178384211496450006962, 115335.4022946036420762538909912109375, 115335.4022946036420762538909912109375
115335.4009976662102516797858697827905416, 115335.4009976663510315120220184326171875, 115335.4009976662100740441019297577440739, 115335.4009976662055123597383499145507812, 115335.4009976662055123597383499145507812
115335.416505878444404231686348794028163, 115335.4165058785438304767012596130371094, 115335.4165058784444681805325672030448914, 115335.416505878441967070102691650390625, 115335.416505878441967070102691650390625
115335.474678545821674902072118129581213, 115335.4746785460447426885366439819335938, 115335.474678545821674902072118129581213, 115335.4746785458264639601111412048339844, 115335.4746785458119120448827743530273438
115335.3430068682852294159602024592459202, 115335.3430068683519493788480758666992188, 115335.3430068682851725725413416512310505, 115335.3430068682791898027062416076660156, 115335.3430068682937417179346084594726562
115335.4600286284472900888431468047201633, 115335.4600286285276524722576141357421875, 115335.460028628447346932262007612735033, 115335.4600286284403409808874130249023438, 115335.4600286284403409808874130249023438
115335.35760334038058516625824267975986, 115335.3576033401332097128033638000488281, 115335.3576033403807059585233218967914581, 115335.3576033403805922716856002807617188, 115335.3576033403805922716856002807617188
115335.4084501613164945865719346329569817, 115335.4084501614415785297751426696777344, 115335.408450161316437743153073824942112, 115335.4084501613106112927198410034179688, 115335.4084501613106112927198410034179688
115335.4090459468874598769616568461060524, 115335.4090459466824540868401527404785156, 115335.4090459468874882986710872501134872, 115335.4090459468861809000372886657714844, 115335.4090459468861809000372886657714844
115335.4077731998077638309041503816843033, 115335.4077731998113449662923812866210938, 115335.407773199807820674323011189699173, 115335.4077731998113449662923812866210938, 115335.4077731998113449662923812866210938
115335.4097237352244320618410711176693439, 115335.4097237350943032652139663696289062, 115335.4097237352245457486787927336990833, 115335.4097237352252705022692680358886719, 115335.4097237352107185870409011840820312
115335.4150305357342816137133922893553972, 115335.4150305356743047013878822326660156, 115335.4150305357342460865766042843461037, 115335.4150305357325123623013496398925781, 115335.4150305357325123623013496398925781
115335.413847668486738484716624952852726, 115335.4138476683583576232194900512695312, 115335.4138476684867953281354857608675957, 115335.4138476684893248602747917175292969, 115335.4138476684893248602747917175292969
115335.4087472018229192372018587775528431, 115335.4087472014798549935221672058105469, 115335.4087472018229050263471435755491257, 115335.4087472018291009590029716491699219, 115335.4087472018145490437746047973632812
115335.4087472840455035338891320861876011, 115335.4087472842074930667877197265625, 115335.4087472840454253741881984751671553, 115335.4087472840474219992756843566894531, 115335.4087472840328700840473175048828125
115335.408747273008344791378476656973362, 115335.4087472729879664257168769836425781, 115335.4087472730084655836435558740049601, 115335.4087472730025183409452438354492188, 115335.4087472730025183409452438354492188
115335.408747213132826914261386264115572, 115335.4087472126702778041362762451171875, 115335.4087472131329406010991078801453114, 115335.4087472131359390914440155029296875, 115335.4087472131359390914440155029296875
115335.4089772532937416826825938187539577, 115335.4089772533916402608156204223632812, 115335.4089772532937416826825938187539577, 115335.4089772532897768542170524597167969, 115335.4089772533043287694454193115234375
115335.4085180002327390980099153239279985, 115335.4085180000838590785861015319824219, 115335.4085180002326467274542665109038353, 115335.4085180002293782308697700500488281, 115335.4085180002439301460981369018554688
115335.4096632033239799852708529215306044, 115335.4096632029104512184858322143554688, 115335.4096632033240013015529257245361805, 115335.4096632033179048448801040649414062, 115335.4096632033179048448801040649414062
115335.4078308098400214021239662542939186, 115335.4078308094467502087354660034179688, 115335.407830809840135088961687870323658, 115335.4078308098396519199013710021972656, 115335.4078308098396519199013710021972656
115337.3685341826836960876789817120879889, 115337.3685341825621435418725013732910156, 115337.3685341826837742473799153231084347, 115337.3685341826785588636994361877441406, 115337.3685341826931107789278030395507812
115333.5039549658500845907838083803653717, 115333.5039549656503368169069290161132812, 115333.5039549658500703799290931783616543, 115333.50395496585406363010406494140625, 115333.50395496585406363010406494140625
115337.717338727389858377136988565325737, 115337.7173387275106506422162055969238281, 115337.7173387273899507476926373783499002, 115337.7173387273942353203892707824707031, 115337.7173387273942353203892707824707031
115333.1552365645860973586422915104776621, 115333.1552365646784892305731773376464844, 115333.155236564586196834625297924503684, 115333.1552365645911777392029762268066406, 115333.1552365645911777392029762268066406
115335.6133943616654704555912758223712444, 115335.6133943614986492320895195007324219, 115335.6133943616655841424289974384009838, 115335.6133943616587202996015548706054688, 115335.6133943616732722148299217224121094
115335.2591224885446408165989851113408804, 115335.2591224886127747595310211181640625, 115335.259122488544576867752766702324152, 115335.2591224885400151833891868591308594, 115335.2591224885400151833891868591308594
