chi2_kahan_long, chi2_std, chi2_std_long, chi2_kahan, chi2_kahan_avx
116577.6518846688751054330168699380010366, 116577.6518846689868951216340065002441406, 116577.6518846688749704298970755189657211, 116577.6518846688704797998070716857910156, 116577.6518846688704797998070716857910156
116577.6511756507848787123293732292950153, 116577.6511756505933590233325958251953125, 116577.651175650784715287500148406252265, 116577.6511756507825339213013648986816406, 116577.6511756507825339213013648986816406
116577.6517877834308478668390307575464249, 116577.6517877833248348906636238098144531, 116577.6517877834310041862408979795873165, 116577.6517877834266982972621917724609375, 116577.6517877834266982972621917724609375
116577.6514819144123151772873825393617153, 116577.6514819144067587330937385559082031, 116577.6514819144123009664326673373579979, 116577.6514819144067587330937385559082031, 116577.6514819144213106483221054077148438
116577.6514815429572422544879373162984848, 116577.6514815431728493422269821166992188, 116577.6514815429572422544879373162984848, 116577.6514815429545706138014793395996094, 116577.6514815429545706138014793395996094
116577.6514817323471646659527323208749294, 116577.6514817321731243282556533813476562, 116577.651481732347249931081023532897234, 116577.6514817323477473109960556030273438, 116577.6514817323477473109960556030273438
116577.6514817321364461122357170097529888, 116577.6514817321731243282556533813476562, 116577.651481732136367952534783398732543, 116577.6514817321294685825705528259277344, 116577.651481732144020497798919677734375
116577.6514817323416792760326643474400043, 116577.6514817323331953957676887512207031, 116577.6514817323417148031694523524492979, 116577.6514817323477473109960556030273438, 116577.6514817323477473109960556030273438
116577.6514817321414341222407529130578041, 116577.651481732144020497798919677734375, 116577.6514817321413772788218921050429344, 116577.651481732144020497798919677734375, 116577.651481732144020497798919677734375
116577.651828223255307648287271149456501, 116577.6518282231845660135149955749511719, 116577.6518282232551086963212583214044571, 116577.651828223257325589656829833984375, 116577.651828223257325589656829833984375
116577.6511353294933854840564890764653683, 116577.6511353293171850964426994323730469, 116577.6511353294933002189281978644430637, 116577.6511353294918080791831016540527344, 116577.6511353294918080791831016540527344
116577.651548065065668424722389318048954, 116577.6515480652160476893186569213867188, 116577.6515480650657110572865349240601063, 116577.6515480650705285370349884033203125, 116577.6515480650705285370349884033203125
116577.6514153936376771980576450005173683, 116577.6514153938915114849805831909179688, 116577.6514153936375990383567113894969225, 116577.6514153936441289260983467102050781, 116577.6514153936441289260983467102050781
116576.8266640980168489249990670941770077, 116576.8266640978690702468156814575195312, 116576.8266640980168347141443518921732903, 116576.8266640980145893990993499755859375, 116576.8266640980145893990993499755859375
116578.5257171635608415272145066410303116, 116578.5257171633129473775625228881835938, 116578.5257171635607988946503610350191593, 116578.5257171635603299364447593688964844, 116578.5257171635603299364447593688964844
116579.8404317910542715708288596943020821, 116579.8404317905369680374860763549804688, 116579.8404317910542360436920716892927885, 116579.8404317910608369857072830200195312, 116579.8404317910608369857072830200195312
116575.5118372332202909547049785032868385, 116575.5118372334982268512248992919921875, 116575.5118372332203620089785545133054256, 116575.5118372332217404618859291076660156, 116575.5118372332217404618859291076660156
116576.4070030007942619931782246567308903, 116576.4070030004804721102118492126464844, 116576.4070030007943330474518006667494774, 116576.4070030008006142452359199523925781, 116576.4070030007860623300075531005859375
116578.9512608269648126224637962877750397, 116578.9512608274235390126705169677734375, 116578.9512608269647842007543658837676048, 116578.9512608269578777253627777099609375, 116578.9512608269724296405911445617675781
116577.5300298187727179310968494974076748, 116577.5300298185029532760381698608398438, 116577.5300298187726966148147766944020987, 116577.5300298187794396653771400451660156, 116577.530029818764887750148773193359375
116577.8144099145554832830384839326143265, 116577.8144099146011285483837127685546875, 116577.8144099145553980179101927205920219, 116577.8144099145574728026986122131347656, 116577.814409914542920887470245361328125
116577.5057098137704869600383972283452749, 116577.5057098138495348393917083740234375, 116577.5057098137704514329016092233359814, 116577.5057098137767752632498741149902344, 116577.5057098137622233480215072631835938
116577.8488272371630856127922015730291605, 116577.8488272370013874024152755737304688, 116577.8488272371629079771082615479826927, 116577.8488272371614584699273109436035156, 116577.8488272371760103851556777954101562
116577.4316618409109409526536182966083288, 116577.4316618410812225192785263061523438, 116577.4316618409110049014998367056250572, 116577.4316618409065995365381240844726562, 116577.4316618409211514517664909362792969
116576.1817675043430426740087568759918213, 116576.1817675043421331793069839477539062, 116576.181767504343099517427617684006691, 116576.1817675043421331793069839477539062, 116576.1817675043421331793069839477539062
116575.1428583495438573436331353150308132, 116575.1428583494416670873761177062988281, 116575.1428583495437720785048441030085087, 116575.1428583495435304939746856689453125, 116575.1428583495435304939746856689453125
116574.7434313886011949534804443828761578, 116574.743431388516910374164581298828125, 116574.7434313886012731131813779938966036, 116574.7434313886042218655347824096679688, 116574.7434313886042218655347824096679688
116574.6233527467318182857525243889540434, 116574.6233527470758417621254920959472656, 116574.6233527467318822345987427979707718, 116574.6233527467265957966446876525878906, 116574.6233527467411477118730545043945312
116574.6035393415374912251536443363875151, 116574.6035393415659200400114059448242188, 116574.6035393415374699088715715333819389, 116574.6035393415368162095546722412109375, 116574.6035393415368162095546722412109375
116575.2908853032239306912742904387414455, 116575.2908853034314233809709548950195312, 116575.2908853032239164804195752367377281, 116575.2908853032276965677738189697265625, 116575.2908853032276965677738189697265625
116573.9781835191010657126753358170390129, 116573.9781835193716688081622123718261719, 116573.9781835191009946584017598070204258, 116573.9781835190951824188232421875, 116573.9781835190951824188232421875
116576.0648408349022986385534750297665596, 116576.0648408352280966937541961669921875, 116576.064840834902312849408190231770277, 116576.0648408349079545587301254272460938, 116576.0648408349079545587301254272460938
116573.2000519591463074675630195997655392, 116573.2000519591820193454623222351074219, 116573.200051959146335889272450003772974, 116573.2000519591529155150055885314941406, 116573.2000519591383635997772216796875
116574.7687019945939539411483565345406532, 116574.7687019948207307606935501098632812, 116574.7687019945940392062766477465629578, 116574.7687019945879001170396804809570312, 116574.7687019945879001170396804809570312
116574.49700414831154660078027518466115, 116574.4970041482738452032208442687988281, 116574.497004148311596338771778391674161, 116574.49700414831750094890594482421875, 116574.4970041483029490336775779724121094
116574.572218931211914139112195698544383, 116574.5722189308871747925877571105957031, 116574.5722189312119212445395532995462418, 116574.5722189312073169276118278503417969, 116574.5722189312218688428401947021484375
116574.6953737684702900878619402647018433, 116574.6953737683070357888936996459960938, 116574.6953737684701053467506426386535168, 116574.6953737684671068564057350158691406, 116574.6953737684816587716341018676757812
116574.793671292000666994681523647159338, 116574.79367129202000796794891357421875, 116574.7936712920005106752796564251184464, 116574.7936712920054560527205467224121094, 116574.7936712919909041374921798706054688
116574.500194362333729714009677991271019, 116574.5001943624229170382022857666015625, 116574.5001943623338718225568300113081932, 116574.5001943623356055468320846557617188, 116574.5001943623356055468320846557617188
116574.9195025146217545852778130210936069, 116574.9195025147055275738239288330078125, 116574.9195025146218611666881770361214876, 116574.9195025146182160824537277221679688, 116574.9195025146182160824537277221679688
116574.3049928718299526053669978864490986, 116574.3049928716500289738178253173828125, 116574.3049928718298460239566338714212179, 116574.3049928718246519565582275390625, 116574.3049928718246519565582275390625
116575.1801305231189758160326164215803146, 116575.1801305230910656973719596862792969, 116575.1801305231190468703061924315989017, 116575.1801305231201695278286933898925781, 116575.1801305231201695278286933898925781
116574.0825785389518784995743772014975548, 116574.0825785385095514357089996337890625, 116574.082578538952020608121529221534729, 116574.0825785389461088925600051879882812, 116574.0825785389461088925600051879882812
116577.087887237290438235959300072863698, 116577.0878872376051731407642364501953125, 116577.0878872372904808685234456788748503, 116577.0878872372850310057401657104492188, 116577.0878872372850310057401657104492188
116572.830600518407123900033184327185154, 116572.8306005182093940675258636474609375, 116572.830600518407024424050177913159132, 116572.8306005184131208807229995727539062, 116572.8306005183985689654946327209472656
116575.2341116855849918465537484735250473, 116575.2341116856987355276942253112792969, 116575.2341116855851055333914700895547867, 116575.2341116855823202058672904968261719, 116575.2341116855823202058672904968261719
116574.0274470271125650810972729232162237, 116574.0274470272561302408576011657714844, 116574.0274470271125863973793457262217999, 116574.0274470271106110885739326477050781, 116574.0274470271106110885739326477050781
116574.6481292512734881938740727491676807, 116574.6481292511743959039449691772460938, 116574.6481292512738434652419527992606163, 116574.6481292512762593105435371398925781, 116574.6481292512762593105435371398925781
116574.6572151774013050840039795730262995, 116574.657215177081525325775146484375, 116574.6572151774013050840039795730262995, 116574.6572151774016674607992172241210938, 116574.6572151774016674607992172241210938
116574.6285649212520354467415018007159233, 116574.62856492144055664539337158203125, 116574.6285649212519999196047137957066298, 116574.6285649212513817474246025085449219, 116574.6285649212513817474246025085449219
116574.6341701296562192169403715524822474, 116574.6341701296914834529161453247070312, 116574.6341701296561268463847227394580841, 116574.63417012966237962245941162109375, 116574.63417012966237962245941162109375
116575.6635958437815361321554519236087799, 116575.6635958435217617079615592956542969, 116575.6635958437816427135658159386366606, 116575.6635958437836961820721626281738281, 116575.6635958437691442668437957763671875
116576.1386877779806354737957008183002472, 116576.1386877783515956252813339233398438, 116576.1386877779806354737957008183002472, 116576.1386877779877977445721626281738281, 116576.1386877779732458293437957763671875
116574.7160070253764985181987867690622807, 116574.7160070253885351121425628662109375, 116574.7160070253766548376006539911031723, 116574.7160070253739831969141960144042969, 116574.7160070253885351121425628662109375
116574.5350119432120692408716422505676746, 116574.5350119433278450742363929748535156, 116574.5350119432120834517263574525713921, 116574.5350119432114297524094581604003906, 116574.5350119432259816676378250122070312
116574.6438674456604189799691084772348404, 116574.6438674456439912319183349609375, 116574.6438674456604758233879692852497101, 116574.6438674456585431471467018127441406, 116574.6438674456585431471467018127441406
116574.562922959896638985810568556189537, 116574.5629229598271194845438003540039062, 116574.562922959896638985810568556189537, 116574.5629229598998790606856346130371094, 116574.5629229598998790606856346130371094
116574.6400687045022266374871833249926567, 116574.6400687049317639321088790893554688, 116574.6400687045021840049230377189815044, 116574.64006870449520647525787353515625, 116574.64006870449520647525787353515625
116574.565458767342576607006776612251997, 116574.5654587675526272505521774291992188, 116574.5654587673425055527332006022334099, 116574.56545876734890043735504150390625, 116574.56545876734890043735504150390625
116577.4383701586307324760127812623977661, 116577.4383701588812982663512229919433594, 116577.4383701586311019582353765144944191, 116577.4383701586339157074689865112304688, 116577.4383701586339157074689865112304688
116571.7126805325557370451861061155796051, 116571.712680532480590045452117919921875, 116571.7126805325556233583483844995498657, 116571.7126805325533496215939521789550781, 116571.7126805325679015368223190307617188
116575.9786935893920869489193137269467115, 116575.9786935893644113093614578247070312, 116575.9786935893920585272098833229392767, 116575.9786935893935151398181915283203125, 116575.9786935893935151398181915283203125
116573.3004686914954675103217596188187599, 116573.3004686914937337860465049743652344, 116573.300468691495368034338753204792738, 116573.3004686914937337860465049743652344, 116573.3004686914937337860465049743652344
116574.9607394286811441475038009230047464, 116574.9607394283812027424573898315429688, 116574.9607394286809665118198608979582787, 116574.9607394286867929622530937194824219, 116574.9607394286722410470247268676757812
116574.3102512398788093150869826786220074, 116574.3102512397017562761902809143066406, 116574.3102512398787524716681218706071377, 116574.3102512398763792589306831359863281, 116574.3102512398763792589306831359863281
116574.6034383178507951583924295846372843, 116574.6034383173682726919651031494140625, 116574.6034383178507312095462111756205559, 116574.6034383178484858945012092590332031, 116574.6034383178630378097295761108398438
116574.6043951614243638914558687247335911, 116574.6043951616302365437150001525878906, 116574.6043951614244065240200143307447433, 116574.6043951614265097305178642272949219, 116574.6043951614265097305178642272949219
116574.6313968439842767566005932167172432, 116574.6313968438480515033006668090820312, 116574.6313968439841772806175868026912212, 116574.6313968439790187403559684753417969, 116574.6313968439935706555843353271484375
116574.8022801039233655728821759112179279, 116574.8022801040497142821550369262695312, 116574.8022801039234082054463215172290802, 116574.8022801039187470450997352600097656, 116574.8022801039187470450997352600097656
116574.5891248194979539221094455569982529, 116574.589124819147400557994842529296875, 116574.589124819497754970143432728946209, 116574.58912481949664652347564697265625, 116574.58912481949664652347564697265625
116574.6734867290823416396960965357720852, 116574.6734867291816044598817825317382812, 116574.6734867290822279528583749197423458, 116574.6734867290797410532832145690917969, 116574.6734867290797410532832145690917969
116574.6050685824810173585319716949015856, 116574.6050685824739048257470130920410156, 116574.6050685824810244639593292959034443, 116574.6050685824739048257470130920410156, 116574.6050685824884567409753799438476562
116574.5986139842654552012390922755002975, 116574.5986139838641975075006484985351562, 116574.5986139842653770415381586644798517, 116574.5986139842716511338949203491210938, 116574.5986139842570992186665534973144531
116574.6138222529940975391582469455897808, 116574.6138222529407357797026634216308594, 116574.6138222529941543825771077536046505, 116574.6138222529989434406161308288574219, 116574.6138222529843915253877639770507812
116574.6128617018307878083760442677885294, 116574.6128617017238866537809371948242188, 116574.6128617018308659680769778788089752, 116574.6128617018257500603795051574707031, 116574.6128617018403019756078720092773438
116574.6348478579700582713485346175730228, 116574.6348478579311631619930267333984375, 116574.6348478579701435364768258295953274, 116574.6348478579748189076781272888183594, 116574.6348478579748189076781272888183594
116574.5766993333514207620282832067459822, 116574.5766993330908007919788360595703125, 116574.5766993333512857589084887877106667, 116574.5766993333527352660894393920898438, 116574.5766993333527352660894393920898438
116574.6034355893097114176271134056150913, 116574.6034355893643805757164955139160156, 116574.6034355893097398393365438096225262, 116574.6034355893061729148030281066894531, 116574.6034355893061729148030281066894531
116574.6037773828234946904558455571532249, 116574.6037773826828924939036369323730469, 116574.6037773828234875850284879561513662, 116574.6037773828284116461873054504394531, 116574.6037773828138597309589385986328125
116574.6057103135627102119542541913688183, 116574.6057103137281956151127815246582031, 116574.6057103135625894196891749743372202, 116574.6057103135681245476007461547851562, 116574.6057103135681245476007461547851562
116574.6199901112644994327638414688408375, 116574.6199901109503116458654403686523438, 116574.6199901112644425893449806608259678, 116574.6199901112704537808895111083984375, 116574.6199901112559018656611442565917969
116574.6035843114417005494942713994532824, 116574.603584311320446431636810302734375, 116574.6035843114416223897933377884328365, 116574.6035843114368617534637451171875, 116574.6035843114368617534637451171875
116574.603056342477181317462964216247201, 116574.6030563428212190046906471252441406, 116574.6030563424772736880186130292713642, 116574.6030563424719730392098426818847656, 116574.6030563424719730392098426818847656
116574.3618649366206199147200095467269421, 116574.3618649367126636207103729248046875, 116574.3618649366207478124124463647603989, 116574.3618649366253521293401718139648438, 116574.3618649366253521293401718139648438
116574.8457666726278318947152001783251762, 116574.8457666725007584318518638610839844, 116574.8457666726280024249717826023697853, 116574.84576667263172566890716552734375, 116574.84576667263172566890716552734375
116573.579758628383999052857689093798399, 116573.5797586283006239682435989379882812, 116573.5797586283839137877293978817760944, 116573.579758628387935459613800048828125, 116573.579758628387935459613800048828125
116575.6266055803287144954083487391471863, 116575.6266055805463111028075218200683594, 116575.6266055803287571279724943451583385, 116575.62660558032803237438201904296875, 116575.62660558032803237438201904296875
116574.6040477869892129092477262020111084, 116574.604047786793671548366546630859375, 116574.6040477869892981743760174140334129, 116574.6040477869828464463353157043457031, 116574.6040477869973983615636825561523438
116574.602790024748358632677991408854723, 116574.6027900249755475670099258422851562, 116574.6027900247484367923789250198751688, 116574.6027900247427169233560562133789062, 116574.6027900247427169233560562133789062
116574.6035394448718491844374511856585741, 116574.6035394450300373136997222900390625, 116574.6035394448717141813176567666232586, 116574.6035394448699662461876869201660156, 116574.6035394448845181614160537719726562
116574.6035392386472580028566881082952023, 116574.6035392386402236297726631164550781, 116574.6035392386473148462755489163100719, 116574.6035392386402236297726631164550781, 116574.6035392386547755450010299682617188
116574.6035396897593301446249824948608875, 116574.6035396893857978284358978271484375, 116574.6035396897592590903514064848423004, 116574.6035396897641476243734359741210938, 116574.6035396897495957091450691223144531
116574.6035389933419708086148602887988091, 116574.6035389930766541510820388793945312, 116574.6035389933419708086148602887988091, 116574.6035389933385886251926422119140625, 116574.6035389933385886251926422119140625
116574.8149563683712557349281269125640392, 116574.8149563682090956717729568481445312, 116574.8149563683712983674922725185751915, 116574.8149563683691667392849922180175781, 116574.8149563683691667392849922180175781
116574.3924669764328356791338592302054167, 116574.3924669768020976334810256958007812, 116574.3924669764328072574244288261979818, 116574.3924669764382997527718544006347656, 116574.392466976423747837543487548828125
116574.7939399464111218662765168119221926, 116574.793939946335740387439727783203125, 116574.7939399464111502879859472159296274, 116574.7939399464084999635815620422363281, 116574.7939399464230518788099288940429688
116574.4133621698902203434045077301561832, 116574.4133621696964837610721588134765625, 116574.4133621698902629759686533361673355, 116574.4133621698856586590409278869628906, 116574.4133621698856586590409278869628906
116574.4906061645946095950421295128762722, 116574.4906061645451700314879417419433594, 116574.4906061645946238058968447148799896, 116574.4906061645888257771730422973632812, 116574.4906061646033776924014091491699219
116574.7164911668958779955573845654726028, 116574.7164911665458930656313896179199219, 116574.7164911668957785195743781514465809, 116574.7164911668951390311121940612792969, 116574.7164911668951390311121940612792969
116574.394652437848975523593253456056118, 116574.39465243765152990818023681640625, 116574.3946524378489115747470350470393896, 116574.3946524378552567213773727416992188, 116574.3946524378552567213773727416992188
116574.8124396928120916072657564654946327, 116574.8124396927014458924531936645507812, 116574.8124396928118073901714524254202843, 116574.8124396928178612142801284790039062, 116574.8124396928178612142801284790039062
116574.6035464746854444229029468260705471, 116574.6035464744927594438195228576660156, 116574.6035464746855438988859532400965691, 116574.6035464746819343417882919311523438, 116574.6035464746819343417882919311523438
116574.6035288291373319680133135989308357, 116574.6035288295533973723649978637695312, 116574.6035288291372609137397375889122486, 116574.6035288291313918307423591613769531, 116574.6035288291459437459707260131835938
116574.6035393262951274095939879771322012, 116574.6035393262136494740843772888183594, 116574.6035393262951345150213455781340599, 116574.6035393263009609654545783996582031, 116574.6035393263009609654545783996582031
116574.6035393568482092518934223335236311, 116574.6035393570346059277653694152832031, 116574.6035393568483371495858591515570879, 116574.603539356845431029796600341796875, 116574.603539356845431029796600341796875
116574.6035394223640366817562608048319817, 116574.6035394222271861508488655090332031, 116574.6035394223640224709015456028282642, 116574.6035394223581533879041671752929688, 116574.6035394223581533879041671752929688
116574.6035392607149390187259996309876442, 116574.6035392606427194550633430480957031, 116574.6035392607150527055637212470173836, 116574.6035392607154790312051773071289062, 116574.6035392607154790312051773071289062
116574.6237369419506393342089722864329815, 116574.6237369422597112134099006652832031, 116574.6237369419506819667731178924441338, 116574.62373694195412099361419677734375, 116574.62373694195412099361419677734375
116574.5834140396538529671488504391163588, 116574.5834140397200826555490493774414062, 116574.5834140396537392803111288230866194, 116574.5834140396473230794072151184082031, 116574.5834140396618749946355819702148438
116574.6596515798935485008769319392740726, 116574.6596515799465123564004898071289062, 116574.6596515798935342900222167372703552, 116574.6596515798883046954870223999023438, 116574.6596515799028566107153892517089844
116574.5474499538403989618018385954201221, 116574.5474499536940129473805427551269531, 116574.5474499538404060672291961964219809, 116574.5474499538395320996642112731933594, 116574.5474499538395320996642112731933594
116574.6002385179225058209340204484760761, 116574.6002385181345744058489799499511719, 116574.6002385179224489775151596404612064, 116574.6002385179162956774234771728515625, 116574.6002385179162956774234771728515625
116574.6068368189677357804612256586551666, 116574.6068368190608453005552291870117188, 116574.6068368189679205215725232847034931, 116574.606836818973533809185028076171875, 116574.606836818973533809185028076171875
116574.5909019606293099968752358108758926, 116574.5909019605896901339292526245117188, 116574.5909019606292176263195869978517294, 116574.5909019606333458796143531799316406, 116574.590901960618793964385986328125
116574.6161635073546847252146108075976372, 116574.6161635076423408463597297668457031, 116574.6161635073546989360693260096013546, 116574.6161635073513025417923927307128906, 116574.6161635073658544570207595825195312
116574.6035392191698463193461066111922264, 116574.6035392191697610542178153991699219, 116574.6035392191699742170385434292256832, 116574.6035392191697610542178153991699219, 116574.6035392191697610542178153991699219
116574.6035395218778134562853665556758642, 116574.6035395220242207869887351989746094, 116574.6035395218777850345759361516684294, 116574.6035395218787016347050666809082031, 116574.6035395218787016347050666809082031
116574.6035393454055224538024049252271652, 116574.6035393452912103384733200073242188, 116574.603539345405650351494841743260622, 116574.6035393454076256603002548217773438, 116574.6035393454076256603002548217773438
116574.6035393376720890046271961182355881, 116574.6035393376223510131239891052246094, 116574.60353933767218848061020253226161, 116574.6035393376660067588090896606445312, 116574.6035393376805586740374565124511719
116574.6035393436258615906808699946850538, 116574.6035393434722209349274635314941406, 116574.6035393436260747535015980247408152, 116574.6035393436322920024394989013671875, 116574.6035393436322920024394989013671875
116574.6035393394478774098388385027647018, 116574.6035393394267885014414787292480469, 116574.6035393394477139850096136797219515, 116574.6035393394413404166698455810546875, 116574.6035393394413404166698455810546875
116574.6024484767620137404264823999255896, 116574.6024484770896378904581069946289062, 116574.6024484767618218938878271728754044, 116574.6024484767549438402056694030761719, 116574.6024484767694957554340362548828125
116574.6046283458935448607007856480777264, 116574.60462834569625556468963623046875, 116574.6046283458934169630083488300442696, 116574.6046283458999823778867721557617188, 116574.6046283458999823778867721557617188
116574.5983934091149549772126192692667246, 116574.5983934091200353577733039855957031, 116574.5983934091148341849475400522351265, 116574.5983934091200353577733039855957031, 116574.5983934091054834425449371337890625
116574.6086855899122767254993959795683622, 116574.6086855897301575168967247009277344, 116574.6086855899123548852003295905888081, 116574.6086855899193324148654937744140625, 116574.6086855899193324148654937744140625
116574.5955768134442394057259662076830864, 116574.5955768135172547772526741027832031, 116574.5955768134442678274353966116905212, 116574.59557681344449520111083984375, 116574.59557681344449520111083984375
116574.6114973752863335221263696439564228, 116574.6114973751245997846126556396484375, 116574.6114973752863264166990120429545641, 116574.6114973752846708521246910095214844, 116574.611497375299222767353057861328125
116574.5702672773988979315618053078651428, 116574.5702672775805694982409477233886719, 116574.570267277398919247843878110870719, 116574.5702672774059465155005455017089844, 116574.5702672773913946002721786499023438
116574.6367800973252855101236491464078426, 116574.6367800972220720723271369934082031, 116574.6367800973251434015764971263706684, 116574.6367800973239354789257049560546875, 116574.6367800973239354789257049560546875
116574.6035564767680696718343824613839388, 116574.603556476882658898830413818359375, 116574.6035564767679346687145880423486233, 116574.60355647676624357700347900390625, 116574.60355647676624357700347900390625
116574.6035140885938332644400361459702253, 116574.6035140886087901890277862548828125, 116574.603514088593669839610811322927475, 116574.6035140885942382737994194030761719, 116574.6035140885942382737994194030761719
116574.603539343929554661372094415128231, 116574.6035393437923630699515342712402344, 116574.6035393439295475559447368141263723, 116574.6035393439233303070068359375, 116574.6035393439233303070068359375
116574.6035393391602354995484347455203533, 116574.6035393389320233836770057678222656, 116574.6035393391602497104031499475240707, 116574.6035393391648540273308753967285156, 116574.603539339150302112102508544921875
116574.6035393530380730453543947078287601, 116574.6035393531492445617914199829101562, 116574.6035393530380943616364675108343363, 116574.6035393530328292399644851684570312, 116574.6035393530328292399644851684570312
116574.6035393300378899539282429032027721, 116574.6035393298225244507193565368652344, 116574.6035393300378046887999516911804676, 116574.6035393300408031791448593139648438, 116574.6035393300408031791448593139648438
116574.6107872015061275305924937129020691, 116574.6107872012216830626130104064941406, 116574.6107872015061417414472089149057865, 116574.6107872015127213671803474426269531, 116574.6107872014981694519519805908203125
116574.5962951379951562103087780997157097, 116574.5962951382534811273217201232910156, 116574.5962951379950922614625596906989813, 116574.5962951379915466532111167907714844, 116574.5962951379915466532111167907714844
116574.6107633860261501013155793771147728, 116574.6107633861538488417863845825195312, 116574.6107633860262069447344401851296425, 116574.6107633860228816047310829162597656, 116574.6107633860228816047310829162597656
116574.5963097131303101150479051284492016, 116574.5963097131607355549931526184082031, 116574.596309713130224849919613916426897, 116574.5963097131316317245364189147949219, 116574.5963097131316317245364189147949219
116574.5050985096771327675924112554639578, 116574.5050985096313524991273880004882812, 116574.505098509677324614131066482514143, 116574.5050985096750082448124885559082031, 116574.5050985096750082448124885559082031
116574.7023494609227611817914294078946114, 116574.7023494603054132312536239624023438, 116574.7023494609229743446121574379503727, 116574.70234946091659367084503173828125, 116574.70234946091659367084503173828125
116574.3092745876158957685220229905098677, 116574.3092745875328546389937400817871094, 116574.3092745876157962925390165764838457, 116574.3092745876201661303639411926269531, 116574.3092745876056142151355743408203125
116574.8982193633427186796325258910655975, 116574.8982193634292343631386756896972656, 116574.8982193633429176315985387191176414, 116574.8982193633419228717684745788574219, 116574.8982193633564747869968414306640625
116575.9148451332207230279891518875956535, 116575.9148451328364899381995201110839844, 116575.9148451332206803954250062815845013, 116575.9148451332148397341370582580566406, 116575.9148451332148397341370582580566406
116573.2367541029888045045481703709810972, 116573.2367541033163433894515037536621094, 116573.2367541029887831882660975679755211, 116573.236754102981649339199066162109375, 116573.236754102981649339199066162109375
116574.6006432198281999035316403023898602, 116574.6006432198482798412442207336425781, 116574.6006432198282354306684283073991537, 116574.6006432198337279260158538818359375, 116574.6006432198337279260158538818359375
116574.6064348360734612697342527098953724, 116574.606434835703112185001373291015625, 116574.6064348360736033782814047299325466, 116574.6064348360669100657105445861816406, 116574.6064348360669100657105445861816406
116574.6007184012353548041573958471417427, 116574.6007184011541539803147315979003906, 116574.6007184012354542801404022611677647, 116574.6007184012414654716849327087402344, 116574.6007184012269135564565658569335938
116574.606362570094503894324589055031538, 116574.6063625702372519299387931823730469, 116574.6063625700944754726151586510241032, 116574.6063625700917327776551246643066406, 116574.6063625700917327776551246643066406
116574.6862315719870650809752987697720528, 116574.6862315719190519303083419799804688, 116574.6862315719869940267017227597534657, 116574.6862315719918115064501762390136719, 116574.6862315719772595912218093872070312
116574.5211332901327381250666803680360317, 116574.5211332899780245497822761535644531, 116574.5211332901327523359213955700397491, 116574.5211332901380956172943115234375, 116574.5211332901380956172943115234375
116574.4793053908736055745976045727729797, 116574.4793053905596025288105010986328125, 116574.4793053908736908397258957847952843, 116574.4793053908797446638345718383789062, 116574.4793053908797446638345718383789062
116574.7281457506747486263520841021090746, 116574.7281457506323931738734245300292969, 116574.7281457506748552077624481171369553, 116574.7281457506760489195585250854492188, 116574.7281457506760489195585250854492188
116574.6028332508586515814386075362563133, 116574.6028332505666185170412063598632812, 116574.6028332508588718496866931673139334, 116574.6028332508576568216085433959960938, 116574.6028332508576568216085433959960938
116574.6042449691642275411140872165560722, 116574.6042449692322406917810440063476562, 116574.604244969164355438806524034589529, 116574.6042449691594811156392097473144531, 116574.6042449691740330308675765991210938
116574.6005895665438032438032678328454494, 116574.600589565816335380077362060546875, 116574.6005895665438458763674134388566017, 116574.6005895665439311414957046508789062, 116574.6005895665439311414957046508789062
116574.6064863171840642053211922757327557, 116574.6064863171923207119107246398925781, 116574.6064863171842844735692779067903757, 116574.6064863171777687966823577880859375, 116574.6064863171777687966823577880859375
116574.6035408583745436317258281633257866, 116574.6035408585448749363422393798828125, 116574.6035408583745009991616825573146343, 116574.603540858370251953601837158203125, 116574.603540858370251953601837158203125
116574.6035371061076091336872195824980736, 116574.6035371062316698953509330749511719, 116574.6035371061074243925759219564497471, 116574.6035371061007026582956314086914062, 116574.6035371061007026582956314086914062
116574.60353934175154932972873211838305, 116574.6035393415077123790979385375976562, 116574.6035393417516559111390961334109306, 116574.6035393417550949379801750183105469, 116574.6035393417405430227518081665039062
116574.603539341324839995195361552760005, 116574.6035393410711549222469329833984375, 116574.6035393413250247363066591788083315, 116574.6035393413185374811291694641113281, 116574.6035393413330893963575363159179688
116574.6035393425558766011818079277873039, 116574.6035393424681387841701507568359375, 116574.6035393425561181857119663618505001, 116574.6035393425554502755403518676757812, 116574.6035393425554502755403518676757812
116574.6035393405192763793820631690323353, 116574.6035393404017668217420578002929688, 116574.603539340519233746817917563021183, 116574.6035393405181821435689926147460938, 116574.6035393405181821435689926147460938
116574.604180719516939745972194941714406, 116574.6041807198926107957959175109863281, 116574.6041807195168473754165461286902428, 116574.6041807195142609998583793640136719, 116574.6041807195142609998583793640136719
116574.6028982643839952970665763132274151, 116574.60289826453663408756256103515625, 116574.6028982643839668753571459092199802, 116574.6028982643911149352788925170898438, 116574.6028982643911149352788925170898438
116574.6041766226153839625112595967948437, 116574.6041766223643207922577857971191406, 116574.6041766226153910679386171977967024, 116574.6041766226117033511400222778320312, 116574.6041766226117033511400222778320312
116574.6029015322407360599754611030220985, 116574.6029015325766522437334060668945312, 116574.6029015322407786925396067090332508, 116574.6029015322419581934809684753417969, 116574.6029015322565101087093353271484375
