value, sigma
7.5233144010047761086,  0.87889841110984212591
8.0656830388812110755,  0.57795664783854272528
7.4243261475521480364,  0.55846597420437227299
7.5460432279412854584,  0.861910891044927574	
8.0907601582943122764,  0.5697821016091659807	
7.554215099613249329,  0.15388136168284649585
7.607963018205203376,  0.58436633815370564449
8.2398490815294280765,  1.7707120133673175388	
7.5849900120746740484,  0.53455805774837150679
