value, sigma
7.387288349975075441	,  0.57662871383495017952
7.3873625238406726012	,  0.57660833706819225597
7.3873409159390055478	,  0.57661428202729281267
7.3871626651619939352	,  0.57667861996832936455
7.3870643589328404133	,  0.57670605681652631347
7.3873707314949319525	,  0.57660616144392928817
7.3872078837836498977	,  0.57666601354525459655
7.3870603071447709098	,  0.57670736736172178993
7.387382091050278099	,  0.57660312044542605392
