run, mean, sigma
1, 8.76823, 1870.23
1, 8.8030377417897547332, 1870.2300000000000182
1, 8.7334235718271617799, 1870.2300000000000182
1, 8.7682300000000008566, 1870.23559772896715
1, 8.7682300000000008566, 1870.224402271032659
1, 8.7682300000000008566, 1870.2598504418069751
1, 8.7682300000000008566, 1870.2001495581930612
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.8074978802204366701, 1870.2300000000000182
1, 8.7289637916066844525, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2598500791416427
1, 8.7682300000000008566, 1870.2001499208581663
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.8073168490166029443, 1870.2300000000000182
1, 8.7291448074313464645, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2595469959462662
1, 8.7682300000000008566, 1870.2004530040537702
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
1, 8.7682300000000008566, 1870.2300000000000182
